Name,Category,Info
"Dry beans",foods,
"Edamame",foods,
"Eggs",foods,
"Escargot",foods,
"Fennel seed",foods,
"Fennel",foods,
"Fermented bean paste",foods,
"Fermented milk",foods,
"Flaxseed oil",foods,
"Flaxseed",foods,
"Fried potatoes",foods,
"Garbanzo beans",foods,
"Garden cress",foods,
"Garlic",foods,
"Genistein",foods,
"Ghee",foods,
"Ginger",foods,
"Grape seed oil",foods,
"Grapefruit",foods,
"Grapes",foods,
"Gravy",foods,
"Green beans",foods,
"Green onions",foods,
"Green papaya",foods,
"Green peas",foods,
"Green tea",foods,
"Greens",foods,
"Guacamole",foods,
"Halibut",foods,
"Ham",foods,
"Hamburger",foods,
"Herring",foods,
"Holy basil",foods,
"Honey",foods,
"Honeydew melon",foods,
"Horseradish",foods,
"Hot peppers",foods,
"Hotdog",foods,
"Hummus",foods,
"Indian mustard",foods,
"Kale",foods,
"Kefir",foods,
"Kelp",foods,
"Kidney beans",foods,
"King mackerel",foods,
"Kiwifruit",foods,
"Kohlrabi",foods,
"Kumquats",foods,
"Lake trout",foods,
"Lamb",foods,
"Lard",foods,
"Lavender",foods,
"Leeks",foods,
"Lemons",foods,
"Lentils",foods,
"Lettuce",foods,
"Lima beans",foods,
"Limes",foods,
"Lingonberries",foods,
"Liquor",foods,
"Liver",foods,
"Lobster",foods,
"Loganberries",foods,
"Long pepper",foods,
"Low-fat yogurt",foods,
"Macadamia nut oil",foods,
"Macadamia nuts",foods,
"Mackerel",foods,
"Maitake mushrooms",foods,
"Mangoes",foods,
"Mangosteen",foods,
"Margarine",foods,
"Marionberrries",foods,
"Maté",foods,
"Mayonnaise",foods,
"Melons",foods,
"Melted Cheese",foods,
"Mexican oregano",foods,
"Milk",foods,
"Milkshake",foods,
"Mint tea",foods,
"Mint",foods,
"Mung beans",foods,
"Mushrooms",foods,
"Muskmelon",foods,
"Mussels",foods,
"Mustard greens",foods,
"Mustard oil",foods,
"Mustard",foods,
"Mutton",foods,
"Navy beans",foods,
"Nutella",foods,
"Oatmeal",foods,
"Oats",foods,
"Octopus",foods,
"Ohyo",foods,
"Oil",foods,
"Olive oil",foods,
"Olives",foods,
"Omelet",foods,
"Onions",foods,
"Oranges",foods,
"Oregano",foods,
"Oysters",foods,
"Papaya seeds",foods,
"Papaya",foods,
"Paprika",foods,
"Parsley",foods,
"Parsnips",foods,
"Passion fruit",foods,
"Pâtés",foods,
"Paw paw",foods,
"Peaches",foods,
"Peanut Butter and Jelly",foods,
"Peanut Butter",foods,
"Peanut oil",foods,
"Peanut",foods,
"Peanuts",foods,
"Pears",foods,
"Peas",foods,
"Pecans",foods,
"Peppermint",foods,
"Persipan",foods,
"Pesto sauce",foods,
"Pickled papaya",foods,
"Pickled watermel. rind",foods,
"Pickles",foods,
"Pineapple",foods,
"Pinto beans",foods,
"Pistachio nuts",foods,
"Pizza",foods,
"Plantago",foods,
"Plantains",foods,
"Plums",foods,
"Pomegranate juice",foods,
"Pomegranates",foods,
"Popcorn",foods,
"Pork",foods,
"Portobello mushrooms",foods,
"Potatoes",foods,
"Prunes",foods,
"Pumpkin seeds",foods,
"Pumpkins",foods,
"Radicchio",foods,
"Radish",foods,
"Raisins",foods,
"Rapeseed oil",foods,
"Rapini",foods,
"Raspberries",foods,
"Red bean paste",foods,
"Red beans",foods,
"Red cabbage",foods,
"Red currants",foods,
"Red onions",foods,
"Red pepper flakes",foods,
"Red pepper paste",foods,
"Red rice",foods,
"Red spinach",foods,
"Red wine vinegar",foods,
"Reishi mushrooms",foods,
"Rhubarb",foods,
"Ribs",foods,
"Rice bran oil",foods,
"Rice bran",foods,
"Rice wine vinegar",foods,
"Rice",foods,
"Risotto",foods,
"Roast beef",foods,
"Roasted almonds",foods,
"Roasted pork",foods,
"Roe",foods,
"Rolled oats",foods,
"Romaine lettuce",foods,
"Rosemary",foods,
"Rutabagas",foods,
"Rye",foods,
"Safflower oil",foods,
"Saffron",foods,
"Sage tea",foods,
"Sage",foods,
"Salmon, wild",foods,
"Salt",foods,
"Sardines",foods,
"Sauerkraut",foods,
"Sausages",foods,
"Scallions",foods,
"Scallops",foods,
"Seaweed",foods,
"Sesame oil",foods,
"Sesame seeds",foods,
"Shallots",foods,
"Shellfish",foods,
"Shiitake mushrooms",foods,
"Shrimp",foods,
"Smoked mackerel",foods,
"Snails",foods,
"Snickers Chocolate Bar",foods,
"Snow peas",foods,
"Soba noodles",foods,
"Soy infant formula",foods,
"Soy milk",foods,
"Soy protein bars",foods,
"Soy protein isolate",foods,
"Soybean curd",foods,
"Soybean oil",foods,
"Soybeans",foods,
"Spaghetti squash",foods,
"Spearmint",foods,
"Spinach",foods,
"Split peas",foods,
"Squash",foods,
"Steak",foods,
"Strawberries",foods,
"String beans",foods,
"Subtropical ginger",foods,
"Sugar beets",foods,
"Sugar snap peas",foods,
"Sugar",foods,
"Summer squash",foods,
"Sunflower oil",foods,
"Sunflower seeds",foods,
"Sweet peas",foods,
"Sweet potatoes",foods,
"Tabasco sauce",foods,
"Tacos",foods,
"Tahini",foods,
"Tallow",foods,
"Tangerines",foods,
"Tartary buckwheat",foods,
"Tea",foods,
"Thyme",foods,
"Tofu",foods,
"Tomato paste",foods,
"Tomatoes",foods,
"Tropical ginger",foods,
"Turkey bacon",foods,
"Turkey",foods,
"Turmeric",foods,
"Turnip greens",foods,
"Turnips",foods,
"Veal",foods,
"Vinegar",foods,
"Wakame",foods,
"Walnut oil",foods,
"Walnuts",foods,
"Wasabi",foods,
"Watercress",foods,
"Watermelon seeds",foods,
"Watermelon",foods,
"Well-done meat",foods,
"Wheat bran",foods,
"Wheat germ",foods,
"Wheat grass",foods,
"White beans",foods,
"White bread",foods,
"White button mush.",foods,
"White pepper",foods,
"White tea",foods,
"White vinegar",foods,
"Whole wheat bread",foods,
"Wild ginger",foods,
"Wild rice",foods,
"Wine",foods,
"Winter squash",foods,
"Yams",foods,
"Yerba maté",foods,
"Yogurt",foods,
"Zucchini",foods,
"A Page of the Bible",rpg-Item,
"A Page of the Unholy Book",rpg-Item,
"A Small Piece of Wrath",rpg-Item,
"Abyss Fall",rpg-Item,
"Abyssal Pickaxe",rpg-Item,
"Acorn Bomb",rpg-Item,
"Adamantium",rpg-Item,
"Aegis of Earth",rpg-Item,
"Aegis of Flame",rpg-Item,
"Aegis of Sea",rpg-Item,
"Aegis of Storm",rpg-Item,
"Agareth",rpg-Item,
"Amulet",rpg-Item,
"Ancient Branch",rpg-Item,
"Ancient Ent",rpg-Item,
"Ancient Fragment of Ruins",rpg-Item,
"Ancient Hourglass",rpg-Item,
"Ancient Leaf Circlet",rpg-Item,
"Ancient Leaf",rpg-Item,
"Ancient Token",rpg-Item,
"Ancient Tree Bow",rpg-Item,
"Ancient Tree Rifle",rpg-Item,
"Ancient Tree Staff",rpg-Item,
"Ancient Tree Sword",rpg-Item,
"Ancient Writings",rpg-Item,
"Antimatter",rpg-Item,
"Archangel Halo",rpg-Item,
"Archangel Token",rpg-Item,
"Archangel Wings",rpg-Item,
"Archangel",rpg-Item,
"Armageddon",rpg-Item,
"Armor of Corruption",rpg-Item,
"Armor of Darkness",rpg-Item,
"Armor of Deep Sea",rpg-Item,
"Armor of Flame",rpg-Item,
"Armor of Grudge",rpg-Item,
"Armor of Poison",rpg-Item,
"Arrows",rpg-Item,
"Assassin Katars",rpg-Item,
"Bag of coins",rpg-Item,
"Bag of Corruption",rpg-Item,
"Bag of Demise",rpg-Item,
"Bag of Despair",rpg-Item,
"Bag of Destruction",rpg-Item,
"Bag of Explosion",rpg-Item,
"Bag of Heaven",rpg-Item,
"Bag of Hell",rpg-Item,
"Bag of Life",rpg-Item,
"Bag of Mighty Strength",rpg-Item,
"Bag of Mother Nature",rpg-Item,
"Bag of Strength",rpg-Item,
"Bag of Universe",rpg-Item,
"Bag",rpg-Item,
"Bat Wings",rpg-Item,
"Bear Fur Cloak",rpg-Item,
"Beast Hunter",rpg-Item,
"Beast Token",rpg-Item,
"Bell of Light",rpg-Item,
"Berserker Axe",rpg-Item,
"Berserker Mask",rpg-Item,
"Big Golem Token",rpg-Item,
"Black Pearl",rpg-Item,
"Blade of Requiem",rpg-Item,
"Blaster",rpg-Item,
"Blazing Heart",rpg-Item,
"Blazing Soul",rpg-Item,
"Blood Cannon Tepes",rpg-Item,
"Blood Essence",rpg-Item,
"Blood Orb",rpg-Item,
"Bloodseeker Plates",rpg-Item,
"Bloodsoul Plates",rpg-Item,
"Bloodstone Plates",rpg-Item,
"Bloodstone",rpg-Item,
"Bloodstorm",rpg-Item,
"Bloodsword Tepethia",rpg-Item,
"Bloody Armor",rpg-Item,
"Bloody Fang",rpg-Item,
"Bloody Hatred",rpg-Item,
"Bloody Helm",rpg-Item,
"Bloody Robe",rpg-Item,
"Bolts",rpg-Item,
"Bone Dragon Token",rpg-Item,
"Bone Dragon",rpg-Item,
"Bone Necklace",rpg-Item,
"Book of fireball",rpg-Item,
"Book of Inferno",rpg-Item,
"Boots",rpg-Item,
"Bow of Corruption",rpg-Item,
"Bow of Crimson Flame",rpg-Item,
"Bow of Darkness",rpg-Item,
"Bow of Deep Sea",rpg-Item,
"Bow of Flame",rpg-Item,
"Bow of Poison",rpg-Item,
"Brave Heart",rpg-Item,
"Brooch of Darkness",rpg-Item,
"Bullet of Destruction",rpg-Item,
"Bullet of Ruin",rpg-Item,
"Burning Bone Fragments",rpg-Item,
"Cage of Twisted Souls",rpg-Item,
"Candy Bag",rpg-Item,
"Candy-filled Bag",rpg-Item,
"Cape of Corrupt Flame",rpg-Item,
"Cape of Deep Abyss",rpg-Item,
"Cape of Insatiable Hunger",rpg-Item,
"Cape of the Count",rpg-Item,
"Cape of the Dead",rpg-Item,
"Cauldron",rpg-Item,
"Chaos Dagger",rpg-Item,
"Chaos Magic Stone",rpg-Item,
"Chaos Pickaxe",rpg-Item,
"Chaos",rpg-Item,
"Charm",rpg-Item,
"Chaser",rpg-Item,
"Chest of tresures",rpg-Item,
"Chrono Chaser",rpg-Item,
"Chronos, the Cannon of Time",rpg-Item,
"Claws of Beriel",rpg-Item,
"Claws of Destruction",rpg-Item,
"Cloak of the Fallen Shadows",rpg-Item,
"Clown Token",rpg-Item,
"Coin of Effort",rpg-Item,
"Cold Ring of Death",rpg-Item,
"Corrupt Angel Token",rpg-Item,
"Corrupt Angel",rpg-Item,
"Corrupt Creations",rpg-Item,
"Corrupt Crystal Fragment",rpg-Item,
"Corrupt Crystal Wings",rpg-Item,
"Corrupt Token",rpg-Item,
"Corruptor",rpg-Item,
"Cosmic Reaper",rpg-Item,
"Cosmic Star",rpg-Item,
"Count Token",rpg-Item,
"Count's Memento",rpg-Item,
"Count's Old Cape",rpg-Item,
"Count",rpg-Item,
"Crab Armor",rpg-Item,
"Creation of the Sky and Earth",rpg-Item,
"Crescendo of Madness",rpg-Item,
"Crimson Cross",rpg-Item,
"Crimson Curse",rpg-Item,
"Crimson Hatred",rpg-Item,
"Crimson Pumpkin Rod",rpg-Item,
"Crimson Reaper",rpg-Item,
"Crimson Rose",rpg-Item,
"Crimson Star",rpg-Item,
"Crimson Stone",rpg-Item,
"Crossbow of Desolation",rpg-Item,
"Crossbow of Requiem",rpg-Item,
"Crowbar",rpg-Item,
"Crown of Absolute Zero",rpg-Item,
"Crown of Cataclysm",rpg-Item,
"Crown of Cleansing",rpg-Item,
"Crown of Composure",rpg-Item,
"Crown of Extreme Anger",rpg-Item,
"Crown of Fervor",rpg-Item,
"Crown of Great Rage",rpg-Item,
"Crown of Rage",rpg-Item,
"Crown of Serenity",rpg-Item,
"Crown of Transcendance",rpg-Item,
"Crystal Golem Token",rpg-Item,
"Curse of Greed",rpg-Item,
"Cursed Mask",rpg-Item,
"Dagger of Night",rpg-Item,
"Dagger",rpg-Item,
"Dark Crystal",rpg-Item,
"Dark Matter",rpg-Item,
"Dark Wings",rpg-Item,
"Death Fiend",rpg-Item,
"Death Scythe",rpg-Item,
"Death Visage",rpg-Item,
"Deathbringer",rpg-Item,
"Deep Armor",rpg-Item,
"Deep Bow",rpg-Item,
"Deep Helm",rpg-Item,
"Deep Rifle",rpg-Item,
"Deep Robe",rpg-Item,
"Deep Staff",rpg-Item,
"Deep Sword",rpg-Item,
"Demon Hunter",rpg-Item,
"Demon Lord Token",rpg-Item,
"Demon Lord",rpg-Item,
"Demonic Fist",rpg-Item,
"Devil Blaster",rpg-Item,
"Devil Chaser",rpg-Item,
"Divine Slayer",rpg-Item,
"Draconic Skin Rusalka",rpg-Item,
"Dragon Armor Magron",rpg-Item,
"Dragon Blaster",rpg-Item,
"Dragon Bone",rpg-Item,
"Dragon Buster",rpg-Item,
"Dragon Cannon Belenus",rpg-Item,
"Dragon Heart",rpg-Item,
"Dragon Mask",rpg-Item,
"Dragon Scale",rpg-Item,
"Dragon Wings",rpg-Item,
"Dragon's Eye",rpg-Item,
"Dragon's Helm Agron",rpg-Item,
"Dragonbow Aience",rpg-Item,
"Dragonic Orb",rpg-Item,
"Dragonstaff Irave",rpg-Item,
"Dragonsword Lainhart",rpg-Item,
"Droplet Orb",rpg-Item,
"Druid's Mantle",rpg-Item,
"Duke Token",rpg-Item,
"Eana, the Holy Cannon",rpg-Item,
"Eana, the True Holy Cannon",rpg-Item,
"Earthen Plates",rpg-Item,
"Emblem of Sacrifice",rpg-Item,
"Embrace of Nature",rpg-Item,
"Endless Snow",rpg-Item,
"Ent Token",rpg-Item,
"Essence of Anger",rpg-Item,
"Essence of Corruption",rpg-Item,
"Essence of Darkness",rpg-Item,
"Essence of Earth",rpg-Item,
"Essence of Flame",rpg-Item,
"Essence of Light",rpg-Item,
"Essence of Sea",rpg-Item,
"Essence of Storm",rpg-Item,
"Eternal Flame",rpg-Item,
"Eternal Rose",rpg-Item,
"Eternal Winter",rpg-Item,
"Ethereal Dagger",rpg-Item,
"Everfrost Gauntlet",rpg-Item,
"Everfrost Token",rpg-Item,
"Everfrost",rpg-Item,
"Everfrostbane",rpg-Item,
"Eye of the Abyss",rpg-Item,
"Eye of the Flame Lord",rpg-Item,
"Eye of the Reaper",rpg-Item,
"Eye of Wallachia",rpg-Item,
"Eyes of the Watcher",rpg-Item,
"Fairy Garment",rpg-Item,
"Fairy Robe",rpg-Item,
"Fairy Wings",rpg-Item,
"Fang Necklace",rpg-Item,
"Felspike Armor",rpg-Item,
"Fiend Chaser",rpg-Item,
"Fiend Token",rpg-Item,
"Final Omen",rpg-Item,
"Flame Cloak",rpg-Item,
"Flame Explosion",rpg-Item,
"Flame Fairy Stone",rpg-Item,
"Flame God Token",rpg-Item,
"Flame Nightmare",rpg-Item,
"Flame Soul",rpg-Item,
"Flame Token",rpg-Item,
"Flamereaver",rpg-Item,
"Flameshard Armor",rpg-Item,
"Forest Armor",rpg-Item,
"Forest Helm",rpg-Item,
"Forest Robe",rpg-Item,
"Fragment of Angel's Feather",rpg-Item,
"Fragment of Chaos",rpg-Item,
"Fragment of Corrupt Angel's Feather",rpg-Item,
"Fragment of Hell",rpg-Item,
"Fragment of Oblivion",rpg-Item,
"Fragment of Soul",rpg-Item,
"Fragment of the Wind",rpg-Item,
"Frorist",rpg-Item,
"Frost Fairy Wings",rpg-Item,
"Frost Herald's Garment",rpg-Item,
"Frost Web Brooch",rpg-Item,
"Frostbane",rpg-Item,
"Frostshard Armor",rpg-Item,
"Frostspider Lord Token",rpg-Item,
"Frosty Armor",rpg-Item,
"Frosty Bow",rpg-Item,
"Frosty Helm",rpg-Item,
"Frosty Rifle",rpg-Item,
"Frosty Robe",rpg-Item,
"Frosty Staff",rpg-Item,
"Frosty Sword",rpg-Item,
"Frozen Cobweb",rpg-Item,
"Frozen Crystal",rpg-Item,
"Frozen Debris",rpg-Item,
"Frozen Heart",rpg-Item,
"Frozen Robe",rpg-Item,
"Fruit Candy Pouch",rpg-Item,
"Fruit-filled Bag",rpg-Item,
"Full Potion",rpg-Item,
"Gaia Token",rpg-Item,
"Gate of Abyss",rpg-Item,
"Gatekeeper",rpg-Item,
"Ghostly Thread",rpg-Item,
"Giant Golem",rpg-Item,
"Glacier Guard",rpg-Item,
"Glasses",rpg-Item,
"God's Page",rpg-Item,
"Gown of Life",rpg-Item,
"Grail of Eternity",rpg-Item,
"Grandine, the Plates of Wraith",rpg-Item,
"Grandmaster",rpg-Item,
"Green Crystal Golem Token",rpg-Item,
"Green Magic Stone",rpg-Item,
"Grim Heart",rpg-Item,
"Grim Visage",rpg-Item,
"Grimoire of Darkness",rpg-Item,
"Guardian Angel Token",rpg-Item,
"Guardian Angel",rpg-Item,
"Guardian of the Skies",rpg-Item,
"Guardian Ring",rpg-Item,
"Guardian Token",rpg-Item,
"Guardian Vest",rpg-Item,
"Halo of Judgment",rpg-Item,
"Hard Turtle Shell",rpg-Item,
"Harmonia, the Sparkle of Life",rpg-Item,
"Harmony of Sky and Earth",rpg-Item,
"Hatred",rpg-Item,
"Heart of Fire",rpg-Item,
"Heart of Ifrit",rpg-Item,
"Heart of Life",rpg-Item,
"Heart of Volcano",rpg-Item,
"Heartrender",rpg-Item,
"Heartseeker",rpg-Item,
"Heaven's Door",rpg-Item,
"Heaven's Fist",rpg-Item,
"Heirloom of Lazarus",rpg-Item,
"Hell Riser",rpg-Item,
"Hellflame",rpg-Item,
"Hellspike Armor",rpg-Item,
"Helm of Battle",rpg-Item,
"Helm of Corruption",rpg-Item,
"Helm of Darkness",rpg-Item,
"Helm of Deep Sea",rpg-Item,
"Helm of Everfrost",rpg-Item,
"Helm of Flame",rpg-Item,
"Helm of Passion",rpg-Item,
"Helm of Poison",rpg-Item,
"Helm of the Dead",rpg-Item,
"Hood of Apocalypse",rpg-Item,
"Hood of Apocrypha",rpg-Item,
"Hood of Everfrost",rpg-Item,
"Hood of Grim Reaper",rpg-Item,
"Hood of Mage",rpg-Item,
"Hood of Reaper",rpg-Item,
"Hood of the Fallen",rpg-Item,
"Horn of Deep Sea",rpg-Item,
"Horn of Demon God",rpg-Item,
"Horn of Demon Lord",rpg-Item,
"Horn of Devil",rpg-Item,
"Horn of Dragon",rpg-Item,
"Horn of God",rpg-Item,
"Horn of Lightning God",rpg-Item,
"Horns of Destruction",rpg-Item,
"Hungry Bat Wings",rpg-Item,
"Hydra Poison Tooth",rpg-Item,
"Hydra Scale",rpg-Item,
"Hydra Token",rpg-Item,
"Hydra",rpg-Item,
"Hydro Buster",rpg-Item,
"Icicle Bow",rpg-Item,
"Icicle Storm",rpg-Item,
"Ifrit",rpg-Item,
"Infected Crab Armor",rpg-Item,
"Infected Tentacle",rpg-Item,
"Inferno",rpg-Item,
"Irbeth, the Sword of Lightning",rpg-Item,
"Ispion, the Runed Ring",rpg-Item,
"Ivory Cane",rpg-Item,
"Jack Pumpkin Helm",rpg-Item,
"Jack Pumpkin Hood",rpg-Item,
"Jack Pumpkin Token",rpg-Item,
"Javelins",rpg-Item,
"Jewels",rpg-Item,
"Katars",rpg-Item,
"Key of Flame",rpg-Item,
"Key of Sea",rpg-Item,
"Key of Storm",rpg-Item,
"King Kong's Claws",rpg-Item,
"Last Word",rpg-Item,
"Lifestone",rpg-Item,
"Lightning God Token",rpg-Item,
"Living Dragon Heart",rpg-Item,
"Lord of Revolver",rpg-Item,
"Lucky Acorn",rpg-Item,
"Mad Clown",rpg-Item,
"Mad Symbol",rpg-Item,
"Mage Lord",rpg-Item,
"Magic Stone",rpg-Item,
"Magic Sword",rpg-Item,
"Magical Horn",rpg-Item,
"Magical Token",rpg-Item,
"Mana Ancient",rpg-Item,
"Mana Heart Frost",rpg-Item,
"Mana Heart Large",rpg-Item,
"Mana Heart",rpg-Item,
"Mana Orb",rpg-Item,
"Mark of Lord",rpg-Item,
"Mark of Sin",rpg-Item,
"Mark of Storm",rpg-Item,
"Mask of Blood",rpg-Item,
"Mask of Demigod",rpg-Item,
"Master",rpg-Item,
"Maw of Beriel",rpg-Item,
"Maw of Greed",rpg-Item,
"Maw of Monster",rpg-Item,
"Meat Bag",rpg-Item,
"Mithril Armor",rpg-Item,
"Mithril Pickaxe",rpg-Item,
"Monster Blaster",rpg-Item,
"Monster Hunter",rpg-Item,
"Nebula Rose",rpg-Item,
"Nereid",rpg-Item,
"Niflheim",rpg-Item,
"Nightmare Rod",rpg-Item,
"Nightmare Token",rpg-Item,
"Oath of Courage",rpg-Item,
"Orb of Oblivion",rpg-Item,
"Orb of the Deep Sea",rpg-Item,
"Orb",rpg-Item,
"Orichalcum",rpg-Item,
"Parasitic Staff",rpg-Item,
"Parasitic Sword",rpg-Item,
"Parchment of Doom",rpg-Item,
"Pickaxe",rpg-Item,
"Plates of Lightning",rpg-Item,
"Plates of Regeneration",rpg-Item,
"Plates of Sanguine Fury",rpg-Item,
"Potion of Corruption",rpg-Item,
"Potion of Healing",rpg-Item,
"Potion of Mana",rpg-Item,
"Power of Beriel",rpg-Item,
"Precious Wind-Protection Clothing",rpg-Item,
"Prius Gold Coin",rpg-Item,
"Prius Silver Coin",rpg-Item,
"Proof of Purification",rpg-Item,
"Protection of the Fairies",rpg-Item,
"Protector's Will",rpg-Item,
"Pumpkin Rod",rpg-Item,
"Punisher",rpg-Item,
"Pure Crystal Wings",rpg-Item,
"Pure Steel",rpg-Item,
"Purefrost Gauntlet",rpg-Item,
"Purelight Armor",rpg-Item,
"Purified Water of Nature",rpg-Item,
"Purified Water",rpg-Item,
"Radiance of the One",rpg-Item,
"Ragnaar",rpg-Item,
"Rainbow Crystal Golem Token",rpg-Item,
"Rainmaker",rpg-Item,
"Raven Bow",rpg-Item,
"Raven Rifle",rpg-Item,
"Raven Staff",rpg-Item,
"Raven Sword",rpg-Item,
"Reactive Armor",rpg-Item,
"Red Cross",rpg-Item,
"Red Crystal Golem Token",rpg-Item,
"Red Magic Stone",rpg-Item,
"Rejuvenation Potion",rpg-Item,
"Rifle of Corruption",rpg-Item,
"Rifle of Crimson Flame",rpg-Item,
"Rifle of Darkness",rpg-Item,
"Rifle of Deep Sea",rpg-Item,
"Rifle of Flame",rpg-Item,
"Rifle of Poison",rpg-Item,
"Ring of Composure",rpg-Item,
"Ring of Count",rpg-Item,
"Ring of Darkness",rpg-Item,
"Ring of Deep Darkness",rpg-Item,
"Ring of Desolate Soul",rpg-Item,
"Ring of Despair",rpg-Item,
"Ring of Destruction",rpg-Item,
"Ring of Divine Winds",rpg-Item,
"Ring of Eternity",rpg-Item,
"Ring of Fate",rpg-Item,
"Ring of Fervor",rpg-Item,
"Ring of Frozen Soul",rpg-Item,
"Ring of Holy Light",rpg-Item,
"Ring of Hope",rpg-Item,
"Ring of Insanity",rpg-Item,
"Ring of Intrusion",rpg-Item,
"Ring of Light",rpg-Item,
"Ring of Nightmare",rpg-Item,
"Ring of Poison",rpg-Item,
"Ring of Resonance",rpg-Item,
"Ring of Revival",rpg-Item,
"Ring of Strike",rpg-Item,
"Ring of the Dead",rpg-Item,
"Ring of the One",rpg-Item,
"Ring of the Reaper",rpg-Item,
"Ring of the Sage",rpg-Item,
"Ring of the Storm",rpg-Item,
"Ring of Time",rpg-Item,
"Ring",rpg-Item,
"Ripple Snow",rpg-Item,
"Robe of Archlich",rpg-Item,
"Robe of Corruption",rpg-Item,
"Robe of Darkness",rpg-Item,
"Robe of Deep Sea",rpg-Item,
"Robe of Everfrost",rpg-Item,
"Robe of Flame",rpg-Item,
"Robe of Poison",rpg-Item,
"Robe of Storm",rpg-Item,
"Robe of the Mage",rpg-Item,
"Robe of the Necromancer",rpg-Item,
"Robe of the Reaper",rpg-Item,
"Robe of the Sage",rpg-Item,
"Ruinbringer",rpg-Item,
"Ruler of the Skies",rpg-Item,
"Sacred Armor",rpg-Item,
"Sacred Helm",rpg-Item,
"Sanguis, the Robe of Sacrifice",rpg-Item,
"Scale Protector",rpg-Item,
"Scarab Bone",rpg-Item,
"Scroll Oblivion",rpg-Item,
"Sea God Token",rpg-Item,
"Sea Jewel",rpg-Item,
"Seal Breaking Gemstone",rpg-Item,
"Seal of Corruption",rpg-Item,
"Seal of Deceiver",rpg-Item,
"Sealed Weapon",rpg-Item,
"Seed of Malice",rpg-Item,
"Shackles of Heaven",rpg-Item,
"Shadow Dragon",rpg-Item,
"Shell Sword",rpg-Item,
"Shining Fragment of Ruins",rpg-Item,
"Shroud of Perseverance",rpg-Item,
"Silky Bag",rpg-Item,
"Silver Fang",rpg-Item,
"Silverfang Vest",rpg-Item,
"Skeletal King",rpg-Item,
"Skeleton Bone",rpg-Item,
"Skeleton Token",rpg-Item,
"Skeris, the Unholy Helm",rpg-Item,
"Skull Seal",rpg-Item,
"Slayer Boots",rpg-Item,
"Snowman Pendant",rpg-Item,
"Soul Blossom",rpg-Item,
"Soul Devourer",rpg-Item,
"Soul Drinker",rpg-Item,
"Soul Eater",rpg-Item,
"Soul of Abyss",rpg-Item,
"Soul of the Dead",rpg-Item,
"Soul Stone",rpg-Item,
"Soulbane",rpg-Item,
"Soulstalker",rpg-Item,
"Spear of Judgment",rpg-Item,
"Spearhead of Death",rpg-Item,
"Spider Lord",rpg-Item,
"Spider Token",rpg-Item,
"Spirit Beast",rpg-Item,
"Spirit Dagger",rpg-Item,
"Spirit Flame",rpg-Item,
"Spirit of Abyss",rpg-Item,
"Spirit of Forest",rpg-Item,
"Spirit of Nightmare",rpg-Item,
"Spirit of Protector",rpg-Item,
"Spirit Orb",rpg-Item,
"Spiritus, the Sword of Elements",rpg-Item,
"Splitting of the Sky and Earth",rpg-Item,
"Staff of Abyss",rpg-Item,
"Staff of Contagion",rpg-Item,
"Staff of Corruption",rpg-Item,
"Staff of Crimson Flame",rpg-Item,
"Staff of Darkness",rpg-Item,
"Staff of Deep Sea",rpg-Item,
"Staff of Domination",rpg-Item,
"Staff of Flame",rpg-Item,
"Staff of Madness",rpg-Item,
"Staff of Plague",rpg-Item,
"Staff of Poison",rpg-Item,
"Staff of Souls",rpg-Item,
"Staff of Tentacles",rpg-Item,
"Staff of Void",rpg-Item,
"Stalker",rpg-Item,
"Star of Apotheosis",rpg-Item,
"Stash of Gold",rpg-Item,
"Steel of God",rpg-Item,
"Stone Plates",rpg-Item,
"Storage Expansion Coupon",rpg-Item,
"Storm Headdress",rpg-Item,
"Storm Reaver",rpg-Item,
"Storm",rpg-Item,
"Sturdy Bag",rpg-Item,
"Sword of Corruption",rpg-Item,
"Sword of Crimson Flame",rpg-Item,
"Sword of Darkness",rpg-Item,
"Sword of Deep Sea",rpg-Item,
"Sword of Flame",rpg-Item,
"Sword of Poison",rpg-Item,
"Tentacle Horn",rpg-Item,
"Tentacle Lord",rpg-Item,
"Tentacle Token",rpg-Item,
"The Ancient Sword of Poison",rpg-Item,
"The Archdevil's Bow",rpg-Item,
"The Archdevil's Cannon",rpg-Item,
"The Archdevil's Greatsword",rpg-Item,
"The Archdevil's Staff",rpg-Item,
"The Armor of Blood",rpg-Item,
"The Armor of Demonblood",rpg-Item,
"The Armor of Despair",rpg-Item,
"The Armor of Lamentation",rpg-Item,
"The Armor of Ruin",rpg-Item,
"The Armor of the Reaper",rpg-Item,
"The Bloodspear of Domination",rpg-Item,
"The Bloodspear of Requiem",rpg-Item,
"The Bloodspear",rpg-Item,
"The Bloodsword of Domination",rpg-Item,
"The Bow of Certain Destruction",rpg-Item,
"The Bow of Divine Fury",rpg-Item,
"The Bow of Frost",rpg-Item,
"The Bow of God",rpg-Item,
"The Bow of Skies",rpg-Item,
"The Bow of Wind",rpg-Item,
"The Bringer of Storms",rpg-Item,
"The Bullet of Judgment",rpg-Item,
"The Crimson Armor of Blood",rpg-Item,
"The Crimson Sword of Requiem",rpg-Item,
"The Devil Lord's Ring",rpg-Item,
"The Earthen Heart",rpg-Item,
"The Earthen Pillar",rpg-Item,
"The Earthen Soul",rpg-Item,
"The Ender",rpg-Item,
"The Engraved Ring",rpg-Item,
